trip_id,date,hour,city,service,payment_method,fare,distance_km,duration_minute,rating,available_fleet,demand_city_hour,status,customer_id,driver_id,vehicle_id
TRIP00832,2025-02-18,18,Medan,Bluebird,Debit/Credit,32192.0,4.66,28.3,4.8,122,2,Completed,CUST0724,DRV0318,VH1192
TRIP00833,2025-03-19,12,Jakarta,Bluebird,Cash,38267.0,9.85,37.3,4.4,709,1,Completed,CUST0724,DRV0334,VH1270
TRIP00834,2025-03-31,4,Semarang,Bluebird,E-Wallet,32868.0,3.26,6.7,4.6,160,1,Completed,CUST0800,DRV0230,VH1248
TRIP00835,2025-02-14,19,Jakarta,Bluebird,QRIS,36771.0,8.28,49.8,4.8,635,3,Completed,CUST0218,DRV0664,VH0341
TRIP00836,2025-01-27,1,Jakarta,Silver Bird,E-Wallet,89550.0,11.01,53.2,4.7,717,1,Completed,CUST0763,DRV0508,VH0570
TRIP00837,2025-03-14,18,Bandung,Bluebird,QRIS,26317.0,6.7,28.6,4.7,252,3,Completed,CUST0344,DRV0790,VH0537
TRIP00838,2025-01-26,22,Bandung,Bluebird,Cash,37202.0,4.16,15.6,4.1,340,1,Completed,CUST0314,DRV0924,VH1464
TRIP00839,2025-02-16,14,Surabaya,Silver Bird,Cash,88096.0,11.52,45.1,5.0,290,1,Completed,CUST0693,DRV0969,VH0544
TRIP00840,2025-03-27,9,Jakarta,Bluebird,Cash,13484.0,2.86,19.2,4.7,643,3,Completed,CUST0604,DRV0760,VH1174
TRIP00841,2025-02-25,18,Semarang,Bluebird,QRIS,,,,,111,1,Cancelled,CUST0730,DRV0446,VH0356
TRIP00842,2025-03-04,19,Jakarta,Bluebird,Cash,39130.0,8.38,48.1,4.3,615,2,Completed,CUST0290,DRV0325,VH0745
TRIP00843,2025-02-17,16,Jakarta,Bluebird,QRIS,53261.0,8.55,37.0,4.7,629,1,Completed,CUST0602,DRV0877,VH1020
TRIP00844,2025-03-02,22,Jakarta,Bluebird,Debit/Credit,45131.0,9.04,30.2,4.7,680,1,Completed,CUST0197,DRV0167,VH0533
TRIP00845,2025-03-22,6,Bandung,Bluebird,Cash,29759.0,8.83,52.0,4.6,234,1,Completed,CUST0696,DRV0581,VH0373
TRIP00846,2025-01-26,15,Semarang,Bluebird Van,Cash,37385.0,6.69,23.5,4.5,189,2,Completed,CUST0578,DRV0839,VH1436
TRIP00847,2025-02-05,18,Surabaya,Silver Bird,Debit/Credit,51767.0,6.9,26.8,4.6,174,1,Completed,CUST0416,DRV1110,VH1276
TRIP00848,2025-01-01,20,Medan,Bluebird,E-Wallet,49686.0,6.28,21.7,5.0,209,1,Completed,CUST0610,DRV0806,VH1016
TRIP00849,2025-01-08,8,Jakarta,Bluebird,Cash,46692.0,6.67,32.4,4.7,631,1,Completed,CUST0306,DRV1173,VH0014
TRIP00850,2025-02-21,19,Bandung,Bluebird,Cash,65487.0,9.36,56.3,4.3,258,1,Completed,CUST0478,DRV0772,VH0215
TRIP00851,2025-03-20,16,Bandung,Bluebird,E-Wallet,47294.0,5.06,34.7,4.3,264,1,Completed,CUST0536,DRV0928,VH0536
TRIP00852,2025-02-16,13,Bandung,Bluebird,Cash,,,,,300,1,Cancelled,CUST0220,DRV0861,VH1044
TRIP00853,2025-02-25,7,Jakarta,Bluebird,E-Wallet,43923.0,8.56,48.0,4.7,633,1,Completed,CUST0686,DRV0956,VH0928
TRIP00854,2025-03-27,20,Surabaya,Bluebird,Cash,32579.0,6.44,32.4,4.8,239,1,Completed,CUST0757,DRV0059,VH0436
TRIP00855,2025-01-14,8,Bandung,Bluebird,E-Wallet,,,,,261,2,Cancelled,CUST0626,DRV0606,VH1345
TRIP00856,2025-03-31,10,Surabaya,Bluebird Van,QRIS,24118.0,5.82,21.9,4.8,278,2,Completed,CUST0778,DRV0005,VH0991
TRIP00857,2025-01-28,10,Bandung,Bluebird,E-Wallet,47166.0,8.91,28.7,5.0,292,1,Completed,CUST0354,DRV0083,VH1076
TRIP00858,2025-03-28,20,Jakarta,Bluebird Van,QRIS,47522.0,9.14,35.1,4.8,708,2,Completed,CUST0735,DRV0840,VH0357
TRIP00859,2025-03-19,17,Surabaya,Bluebird Van,Debit/Credit,44287.0,6.21,37.6,4.4,176,1,Completed,CUST0235,DRV0549,VH0719
TRIP00860,2025-03-29,19,Jakarta,Bluebird,Cash,73545.0,10.09,49.3,3.8,624,2,Completed,CUST0306,DRV1051,VH0872
TRIP00861,2025-01-02,9,Medan,Silver Bird,Cash,64944.0,9.14,53.7,4.4,158,1,Completed,CUST0110,DRV0525,VH0607
TRIP00862,2025-01-26,17,Bandung,Bluebird,Debit/Credit,55969.0,10.47,41.9,4.7,264,3,Completed,CUST0314,DRV1002,VH1372
TRIP00863,2025-01-14,16,Jakarta,Bluebird,QRIS,67086.0,11.4,57.1,4.0,629,4,Completed,CUST0013,DRV0414,VH0778
TRIP00864,2025-02-28,19,Semarang,Bluebird,E-Wallet,47364.0,8.27,32.3,4.6,100,1,Completed,CUST0637,DRV0715,VH0326
TRIP00865,2025-02-25,21,Bandung,Bluebird,QRIS,27491.0,3.62,15.1,4.6,310,1,Completed,CUST0167,DRV0180,VH0527
TRIP00866,2025-01-07,1,Jakarta,Bluebird,E-Wallet,73531.0,15.85,68.6,4.2,691,1,Completed,CUST0053,DRV0783,VH0687
TRIP00867,2025-01-03,17,Surabaya,Bluebird,QRIS,22978.0,3.79,21.7,4.6,168,2,Completed,CUST0186,DRV0901,VH0219
TRIP00868,2025-01-23,6,Jakarta,Bluebird,E-Wallet,48205.0,11.35,57.3,4.6,603,1,Completed,CUST0276,DRV0527,VH0522
TRIP00869,2025-01-18,16,Medan,Bluebird,E-Wallet,55257.0,8.79,36.4,4.6,146,1,Completed,CUST0447,DRV0001,VH0405
TRIP00870,2025-02-07,10,Medan,Bluebird,QRIS,10000.0,3.98,5.0,4.5,240,1,Completed,CUST0352,DRV0271,VH1043
TRIP00871,2025-01-15,10,Semarang,Bluebird,E-Wallet,46360.0,6.43,29.6,4.9,194,1,Completed,CUST0010,DRV0484,VH0580
TRIP00872,2025-03-05,11,Bandung,Bluebird,E-Wallet,24031.0,6.76,39.2,4.2,339,1,Completed,CUST0410,DRV0956,VH0790
TRIP00873,2025-03-30,17,Bandung,Bluebird,Cash,65582.0,10.92,44.7,4.8,232,2,Completed,CUST0147,DRV1072,VH0294
TRIP00874,2025-01-28,11,Surabaya,Bluebird,Debit/Credit,30660.0,5.86,32.0,4.9,255,1,Completed,CUST0477,DRV0694,VH0015
TRIP00875,2025-03-15,18,Jakarta,Bluebird,Cash,29834.0,7.71,39.1,4.9,632,3,Completed,CUST0630,DRV0840,VH0326
TRIP00876,2025-02-08,13,Bandung,Silver Bird,E-Wallet,25078.0,1.0,5.0,4.7,344,1,Completed,CUST0428,DRV0373,VH0971
TRIP00877,2025-02-26,6,Bandung,Bluebird,Cash,70748.0,12.2,48.9,4.3,253,1,Completed,CUST0488,DRV0539,VH0158
TRIP00878,2025-01-17,19,Jakarta,Bluebird,Cash,27366.0,5.29,29.3,4.7,629,1,Completed,CUST0530,DRV0670,VH1128
TRIP00879,2025-03-27,10,Jakarta,Bluebird,QRIS,56970.0,9.48,35.1,4.6,681,1,Completed,CUST0377,DRV0572,VH0900
TRIP00880,2025-03-31,14,Medan,Golden Bird,Debit/Credit,43083.0,7.2,19.6,4.5,190,1,Completed,CUST0738,DRV0066,VH0806
TRIP00881,2025-02-13,18,Medan,Bluebird,E-Wallet,26797.0,7.21,25.0,4.6,159,1,Completed,CUST0112,DRV0052,VH1306
TRIP00882,2025-01-25,11,Jakarta,Bluebird,E-Wallet,68923.0,10.93,37.8,4.5,703,3,Completed,CUST0584,DRV0470,VH0147
TRIP00883,2025-01-17,6,Jakarta,Bluebird,QRIS,64856.0,13.51,63.4,3.9,633,2,Completed,CUST0656,DRV0243,VH0514
TRIP00884,2025-01-13,12,Jakarta,Bluebird,Cash,,,,,688,1,Cancelled,CUST0616,DRV0337,VH1092
TRIP00885,2025-03-25,21,Medan,Bluebird,Debit/Credit,42732.0,9.47,34.4,4.6,212,1,Completed,CUST0215,DRV0756,VH0504
TRIP00886,2025-01-25,17,Jakarta,Bluebird,Debit/Credit,40573.0,9.49,47.4,4.4,596,1,Completed,CUST0510,DRV1145,VH1093
TRIP00887,2025-03-09,17,Surabaya,Bluebird Van,QRIS,68984.0,11.05,59.5,4.0,156,1,Completed,CUST0511,DRV0554,VH0413
TRIP00888,2025-01-10,17,Jakarta,Bluebird,QRIS,35865.0,7.11,39.2,4.2,590,4,Completed,CUST0589,DRV1069,VH1088
TRIP00889,2025-03-08,8,Surabaya,Bluebird,QRIS,59078.0,11.23,52.1,4.9,167,3,Completed,CUST0026,DRV0052,VH0592
TRIP00890,2025-01-18,13,Jakarta,Bluebird,QRIS,59174.0,11.83,53.8,4.2,677,1,Completed,CUST0742,DRV1175,VH0766
TRIP00891,2025-03-27,18,Medan,Bluebird,Debit/Credit,68822.0,10.75,44.3,4.6,134,1,Completed,CUST0193,DRV0413,VH0237
TRIP00892,2025-02-03,7,Jakarta,Golden Bird,QRIS,65355.0,6.52,32.5,4.7,631,1,Completed,CUST0103,DRV0569,VH0396
TRIP00893,2025-01-08,9,Surabaya,Bluebird,E-Wallet,45784.0,7.49,36.6,3.9,178,2,Completed,CUST0205,DRV0008,VH1163
TRIP00894,2025-02-09,9,Jakarta,Bluebird,QRIS,60298.0,9.22,36.2,5.0,612,5,Completed,CUST0411,DRV0946,VH1340
TRIP00895,2025-03-24,14,Surabaya,Bluebird,Cash,21839.0,3.89,12.6,4.9,258,2,Completed,CUST0772,DRV0247,VH1447
TRIP00896,2025-02-11,23,Medan,Golden Bird,E-Wallet,89358.0,12.28,34.6,4.4,190,1,Completed,CUST0745,DRV0834,VH0132
TRIP00897,2025-02-10,6,Jakarta,Silver Bird,Debit/Credit,77868.0,8.46,55.2,4.3,604,2,Completed,CUST0051,DRV0412,VH0226
TRIP00898,2025-01-06,15,Medan,Bluebird,Cash,46263.0,8.35,26.8,4.4,204,1,Completed,CUST0131,DRV0952,VH1497
TRIP00899,2025-02-21,8,Bandung,Bluebird,Debit/Credit,33055.0,5.27,40.2,5.0,237,1,Completed,CUST0343,DRV0843,VH0118
TRIP00900,2025-01-26,22,Jakarta,Bluebird,QRIS,22103.0,4.52,18.3,4.5,705,1,Completed,CUST0578,DRV0235,VH0638
TRIP00901,2025-03-05,7,Bandung,Bluebird Van,E-Wallet,32978.0,5.19,32.7,4.5,251,2,Completed,CUST0400,DRV0642,VH0339
TRIP00902,2025-02-28,13,Jakarta,Bluebird,QRIS,56855.0,9.16,33.2,4.4,709,1,Completed,CUST0202,DRV0588,VH0419
TRIP00903,2025-02-25,18,Surabaya,Bluebird,Debit/Credit,61933.0,10.02,49.5,4.4,181,1,Completed,CUST0796,DRV0233,VH1459
TRIP00904,2025-02-28,18,Surabaya,Bluebird,Cash,53345.0,8.49,46.5,4.8,195,1,Completed,CUST0300,DRV0742,VH1203
TRIP00905,2025-03-11,13,Jakarta,Bluebird,QRIS,57952.0,9.54,42.8,4.9,682,1,Completed,CUST0146,DRV0997,VH0462
TRIP00906,2025-02-02,11,Bandung,Bluebird,E-Wallet,40447.0,5.99,29.4,4.5,310,1,Completed,CUST0770,DRV0310,VH0676
TRIP00907,2025-02-22,13,Medan,Bluebird Van,E-Wallet,60886.0,8.99,33.4,4.7,238,1,Completed,CUST0462,DRV0944,VH0718
TRIP00908,2025-01-22,9,Semarang,Bluebird,Cash,55621.0,11.25,49.6,4.4,108,1,Completed,CUST0504,DRV0908,VH1128
TRIP00909,2025-01-21,8,Bandung,Silver Bird,Cash,81954.0,9.11,33.3,4.4,247,3,Completed,CUST0616,DRV0701,VH0114
TRIP00910,2025-03-11,15,Semarang,Bluebird,QRIS,44952.0,9.23,40.6,5.0,158,1,Completed,CUST0151,DRV0478,VH1295
TRIP00911,2025-03-11,9,Bandung,Bluebird,Debit/Credit,46584.0,7.88,47.1,4.8,229,1,Completed,CUST0630,DRV0336,VH0563
TRIP00912,2025-01-04,10,Jakarta,Bluebird,Debit/Credit,18117.0,3.99,27.3,4.7,689,3,Completed,CUST0316,DRV0052,VH0306
TRIP00913,2025-03-16,17,Medan,Bluebird,Debit/Credit,21198.0,4.37,27.6,5.0,117,1,Completed,CUST0199,DRV0546,VH0623
TRIP00914,2025-03-03,22,Bandung,Bluebird Van,QRIS,53823.0,8.36,28.1,5.0,303,1,Completed,CUST0429,DRV0301,VH0055
TRIP00915,2025-03-03,17,Bandung,Golden Bird,E-Wallet,56263.0,6.97,24.0,4.7,229,3,Completed,CUST0303,DRV0641,VH0524
TRIP00916,2025-01-24,6,Bandung,Bluebird,QRIS,52755.0,8.32,48.6,4.5,244,1,Completed,CUST0498,DRV0356,VH0434
TRIP00917,2025-02-24,6,Medan,Bluebird,Cash,49399.0,12.53,45.5,4.8,164,1,Completed,CUST0791,DRV0820,VH0190
TRIP00918,2025-01-09,22,Medan,Bluebird,Debit/Credit,,,,,234,1,Cancelled,CUST0105,DRV0835,VH0389
TRIP00919,2025-01-03,10,Jakarta,Bluebird Van,E-Wallet,78580.0,12.28,47.5,4.8,690,1,Completed,CUST0010,DRV0588,VH0667
TRIP00920,2025-01-31,7,Jakarta,Golden Bird,E-Wallet,59036.0,8.78,42.6,4.4,630,3,Completed,CUST0625,DRV0877,VH1359
TRIP00921,2025-02-09,17,Bandung,Silver Bird,Debit/Credit,37196.0,4.58,26.6,5.0,262,1,Completed,CUST0027,DRV0731,VH0346
TRIP00922,2025-02-05,17,Bandung,Bluebird,Debit/Credit,40926.0,6.83,36.3,4.6,250,2,Completed,CUST0611,DRV1143,VH0265
TRIP00923,2025-01-24,17,Jakarta,Bluebird,E-Wallet,39474.0,6.09,15.5,4.8,643,1,Completed,CUST0769,DRV0737,VH0872
TRIP00924,2025-01-06,9,Medan,Bluebird,QRIS,59288.0,12.17,56.8,4.3,131,1,Completed,CUST0327,DRV1097,VH1128
TRIP00925,2025-03-07,2,Bandung,Bluebird,QRIS,56060.0,9.37,21.9,4.6,332,1,Completed,CUST0495,DRV0824,VH0141
TRIP00926,2025-03-25,22,Jakarta,Bluebird,E-Wallet,51165.0,10.06,45.4,4.4,675,2,Completed,CUST0648,DRV0156,VH0749
TRIP00927,2025-03-16,9,Jakarta,Bluebird,E-Wallet,61640.0,12.21,53.0,4.7,644,2,Completed,CUST0738,DRV0771,VH0556
TRIP00928,2025-01-04,17,Jakarta,Bluebird,QRIS,22009.0,2.44,5.0,4.1,633,4,Completed,CUST0127,DRV0934,VH0239
TRIP00929,2025-03-20,18,Semarang,Golden Bird,QRIS,84853.0,8.56,36.5,4.3,96,1,Completed,CUST0116,DRV0576,VH1454
TRIP00930,2025-01-06,17,Jakarta,Silver Bird,QRIS,34787.0,4.57,22.3,4.5,593,2,Completed,CUST0171,DRV1060,VH1122
TRIP00931,2025-02-20,10,Jakarta,Bluebird,Cash,40596.0,8.48,42.3,4.2,673,3,Completed,CUST0212,DRV0248,VH0836
TRIP00932,2025-03-03,9,Bandung,Bluebird,E-Wallet,28369.0,6.06,33.6,5.0,266,1,Completed,CUST0189,DRV1068,VH1485
TRIP00933,2025-02-26,17,Jakarta,Bluebird,QRIS,50785.0,10.49,52.4,4.7,617,2,Completed,CUST0490,DRV0453,VH0970
TRIP00934,2025-03-07,20,Jakarta,Silver Bird,E-Wallet,84550.0,9.18,45.0,4.6,724,1,Completed,CUST0387,DRV1143,VH0565
TRIP00935,2025-03-20,22,Jakarta,Silver Bird,Cash,96964.0,12.54,49.5,4.2,696,2,Completed,CUST0777,DRV0693,VH0621
TRIP00936,2025-03-16,7,Bandung,Silver Bird,QRIS,34099.0,5.19,34.0,4.9,267,3,Completed,CUST0726,DRV0909,VH0257
TRIP00937,2025-01-08,8,Bandung,Silver Bird,Cash,63971.0,9.13,49.3,4.0,263,1,Completed,CUST0601,DRV0940,VH1035
TRIP00938,2025-01-26,21,Jakarta,Bluebird,Debit/Credit,51385.0,8.99,27.0,5.0,686,1,Completed,CUST0130,DRV1094,VH0178
TRIP00939,2025-02-20,18,Bandung,Bluebird,Debit/Credit,10000.0,2.09,26.7,4.5,248,3,Completed,CUST0023,DRV0947,VH1417
TRIP00940,2025-02-14,20,Semarang,Bluebird,Debit/Credit,19119.0,4.04,6.2,4.6,187,1,Completed,CUST0179,DRV0454,VH1318
TRIP00941,2025-02-13,8,Jakarta,Bluebird,Cash,57065.0,8.05,46.6,4.3,649,2,Completed,CUST0401,DRV0267,VH0983
TRIP00942,2025-01-05,16,Jakarta,Silver Bird,Cash,80739.0,11.84,44.7,4.2,641,1,Completed,CUST0505,DRV0731,VH0397
TRIP00943,2025-03-11,18,Jakarta,Bluebird,Cash,61074.0,9.89,51.8,4.9,618,2,Completed,CUST0411,DRV0366,VH1413
TRIP00944,2025-01-26,17,Bandung,Bluebird,QRIS,36603.0,3.5,35.0,4.8,249,3,Completed,CUST0532,DRV0061,VH0537
TRIP00945,2025-03-09,13,Surabaya,Bluebird,Debit/Credit,34259.0,7.58,28.8,5.0,236,1,Completed,CUST0329,DRV0168,VH0638
TRIP00946,2025-01-19,2,Jakarta,Bluebird Van,Debit/Credit,80557.0,14.55,56.4,4.0,677,1,Completed,CUST0471,DRV0132,VH0266
TRIP00947,2025-03-25,16,Surabaya,Bluebird,Debit/Credit,42058.0,8.33,45.6,4.5,190,1,Completed,CUST0420,DRV0155,VH1157
TRIP00948,2025-01-20,9,Jakarta,Bluebird,QRIS,30450.0,7.52,35.8,4.7,622,2,Completed,CUST0412,DRV0784,VH1302
TRIP00949,2025-01-12,14,Jakarta,Bluebird,Cash,53124.0,9.98,52.6,4.4,701,1,Completed,CUST0754,DRV0722,VH0985
TRIP00950,2025-02-16,22,Medan,Bluebird,Cash,,,,,224,1,Cancelled,CUST0752,DRV0007,VH1125
TRIP00951,2025-01-01,13,Jakarta,Bluebird,Cash,43265.0,7.13,26.3,5.0,687,2,Completed,CUST0029,DRV0523,VH0404
TRIP00952,2025-03-31,19,Bandung,Bluebird,E-Wallet,59562.0,8.51,38.3,4.6,260,2,Completed,CUST0245,DRV0251,VH1308
TRIP00953,2025-01-14,8,Jakarta,Bluebird,Debit/Credit,49468.0,7.51,31.5,4.4,648,1,Completed,CUST0632,DRV0692,VH1301
TRIP00954,2025-03-05,17,Surabaya,Golden Bird,Cash,91828.0,10.16,44.2,4.0,192,2,Completed,CUST0544,DRV0120,VH0139
TRIP00955,2025-02-07,22,Jakarta,Bluebird,Cash,28083.0,9.01,33.6,4.7,685,2,Completed,CUST0652,DRV0048,VH1245
TRIP00956,2025-02-06,7,Medan,Bluebird,E-Wallet,51919.0,8.95,40.4,5.0,127,2,Completed,CUST0670,DRV1093,VH0069
TRIP00957,2025-01-11,0,Jakarta,Bluebird Van,Debit/Credit,61909.0,6.22,20.3,4.4,728,1,Completed,CUST0060,DRV0742,VH0805
TRIP00958,2025-03-18,14,Medan,Bluebird,Debit/Credit,10000.0,5.04,34.9,4.6,227,2,Completed,CUST0139,DRV0224,VH0177
TRIP00959,2025-01-03,7,Jakarta,Bluebird,QRIS,64656.0,11.34,46.1,4.7,614,1,Completed,CUST0357,DRV0457,VH1397
TRIP00960,2025-02-02,18,Surabaya,Silver Bird,Cash,,,,,183,2,Cancelled,CUST0212,DRV0719,VH0545
TRIP00961,2025-01-06,21,Jakarta,Bluebird,E-Wallet,40750.0,9.36,41.6,4.4,673,1,Completed,CUST0139,DRV0853,VH0301
TRIP00962,2025-02-19,14,Semarang,Bluebird,E-Wallet,42295.0,5.88,27.9,4.5,154,2,Completed,CUST0368,DRV0949,VH1252
TRIP00963,2025-01-10,9,Jakarta,Bluebird,QRIS,74257.0,11.2,52.4,4.6,642,1,Completed,CUST0623,DRV0028,VH1396
TRIP00964,2025-01-05,14,Jakarta,Bluebird,E-Wallet,45476.0,6.68,25.0,5.0,683,1,Completed,CUST0486,DRV0877,VH1015
TRIP00965,2025-01-23,18,Bandung,Bluebird,Debit/Credit,33625.0,6.59,37.5,4.6,210,2,Completed,CUST0493,DRV0901,VH0646
TRIP00966,2025-01-10,0,Jakarta,Silver Bird,QRIS,71327.0,10.86,45.3,4.2,730,1,Completed,CUST0336,DRV0849,VH0399
TRIP00967,2025-02-13,16,Jakarta,Bluebird,QRIS,62132.0,12.02,54.3,4.2,611,2,Completed,CUST0763,DRV0101,VH1167
TRIP00968,2025-01-02,17,Semarang,Bluebird,Cash,40221.0,5.23,18.0,4.5,115,2,Completed,CUST0611,DRV0058,VH0757
TRIP00969,2025-01-13,17,Semarang,Bluebird Van,Cash,75534.0,12.68,55.4,4.1,90,1,Completed,CUST0178,DRV1048,VH1161
TRIP00970,2025-02-09,9,Jakarta,Bluebird,Debit/Credit,46688.0,9.44,37.7,4.5,602,5,Completed,CUST0513,DRV0415,VH0573
TRIP00971,2025-01-02,18,Semarang,Bluebird,Cash,53001.0,3.67,18.0,4.8,123,1,Completed,CUST0601,DRV1193,VH0056
TRIP00972,2025-03-25,7,Bandung,Bluebird,E-Wallet,54660.0,8.11,40.7,4.6,257,1,Completed,CUST0113,DRV0363,VH0382
TRIP00973,2025-03-06,8,Jakarta,Bluebird,E-Wallet,,,,,625,1,Cancelled,CUST0283,DRV0421,VH0471
TRIP00974,2025-03-04,20,Surabaya,Bluebird,Cash,34387.0,9.3,49.7,4.4,258,1,Completed,CUST0116,DRV0021,VH1232
TRIP00975,2025-03-14,18,Surabaya,Bluebird,QRIS,35769.0,7.87,35.7,4.6,208,1,Completed,CUST0544,DRV0636,VH0635
TRIP00976,2025-01-17,2,Semarang,Bluebird Van,E-Wallet,49729.0,7.02,33.5,4.3,187,1,Completed,CUST0774,DRV0464,VH0743
TRIP00977,2025-01-09,9,Jakarta,Bluebird Van,E-Wallet,32252.0,5.77,33.2,4.6,598,1,Completed,CUST0041,DRV0097,VH0035
TRIP00978,2025-03-16,8,Surabaya,Golden Bird,Debit/Credit,108686.0,10.97,61.0,4.1,182,2,Completed,CUST0167,DRV1119,VH1290
TRIP00979,2025-01-15,9,Jakarta,Golden Bird,QRIS,64641.0,5.03,32.2,4.3,611,3,Completed,CUST0221,DRV0024,VH0976
TRIP00980,2025-01-24,9,Jakarta,Bluebird,QRIS,25896.0,5.17,21.6,4.8,606,2,Completed,CUST0726,DRV0380,VH0021
TRIP00981,2025-02-07,6,Jakarta,Bluebird,Debit/Credit,68119.0,9.6,34.3,4.4,649,1,Completed,CUST0313,DRV0396,VH1164
TRIP00982,2025-02-04,14,Semarang,Golden Bird,E-Wallet,97180.0,11.61,48.6,4.5,172,1,Completed,CUST0346,DRV1157,VH0265
TRIP00983,2025-02-18,18,Medan,Bluebird,QRIS,62586.0,6.44,30.1,4.9,145,2,Completed,CUST0471,DRV0054,VH1424
TRIP00984,2025-03-10,17,Medan,Bluebird Van,E-Wallet,64297.0,9.6,39.5,4.3,115,2,Completed,CUST0131,DRV1014,VH0457
TRIP00985,2025-03-03,17,Bandung,Bluebird,Cash,58708.0,10.22,40.0,4.5,257,3,Completed,CUST0048,DRV1136,VH1144
TRIP00986,2025-03-01,6,Jakarta,Bluebird,E-Wallet,,,,,628,2,Cancelled,CUST0134,DRV0422,VH0950
TRIP00987,2025-02-19,22,Jakarta,Bluebird,Debit/Credit,54327.0,7.57,40.8,4.9,698,1,Completed,CUST0519,DRV0131,VH0383
TRIP00988,2025-03-19,19,Jakarta,Bluebird Van,QRIS,44469.0,5.23,26.1,4.3,616,1,Completed,CUST0556,DRV0420,VH0535
TRIP00989,2025-03-16,19,Jakarta,Bluebird,Debit/Credit,15673.0,1.88,19.7,4.6,594,2,Completed,CUST0317,DRV0776,VH1063
TRIP00990,2025-01-09,19,Surabaya,Silver Bird,Cash,63146.0,7.21,36.1,4.9,158,1,Completed,CUST0438,DRV0775,VH0984
TRIP00991,2025-02-03,21,Bandung,Bluebird,Cash,46117.0,10.53,33.1,4.5,313,3,Completed,CUST0435,DRV1092,VH1046
TRIP00992,2025-03-17,16,Jakarta,Bluebird,Cash,32580.0,5.13,33.7,4.3,608,1,Completed,CUST0086,DRV0875,VH0047
TRIP00993,2025-02-04,8,Jakarta,Silver Bird,Cash,68048.0,10.6,42.7,4.7,622,1,Completed,CUST0048,DRV0175,VH0746
TRIP00994,2025-01-01,17,Jakarta,Bluebird,QRIS,,,,,648,3,Cancelled,CUST0490,DRV0464,VH0539
TRIP00995,2025-02-09,18,Jakarta,Bluebird,Debit/Credit,47430.0,8.82,40.9,4.4,619,2,Completed,CUST0424,DRV0390,VH1408
TRIP00996,2025-03-05,18,Semarang,Bluebird,Debit/Credit,59979.0,8.92,49.9,4.3,127,2,Completed,CUST0387,DRV0748,VH1072
TRIP00997,2025-01-22,16,Surabaya,Bluebird,Cash,44144.0,6.02,24.7,4.6,189,1,Completed,CUST0240,DRV0136,VH0679
TRIP00998,2025-03-01,6,Medan,Bluebird,E-Wallet,42624.0,8.01,42.8,4.4,161,1,Completed,CUST0664,DRV0409,VH0984
TRIP00999,2025-03-05,12,Bandung,Bluebird,Debit/Credit,51195.0,5.75,17.1,4.2,344,1,Completed,CUST0451,DRV0224,VH1105
TRIP01000,2025-03-13,21,Jakarta,Bluebird,E-Wallet,48975.0,10.62,38.9,4.5,673,2,Completed,CUST0258,DRV0601,VH0045
TRIP01001,2025-01-11,16,Jakarta,Bluebird Van,Debit/Credit,,,,,644,1,Cancelled,CUST0044,DRV0970,VH0275
TRIP01002,2025-01-14,16,Medan,Bluebird,Cash,20160.0,7.67,53.3,4.1,141,2,Completed,CUST0168,DRV0619,VH0985
TRIP01003,2025-03-01,9,Medan,Silver Bird,QRIS,77180.0,12.18,60.6,4.1,158,3,Completed,CUST0787,DRV0878,VH1335
TRIP01004,2025-01-30,12,Jakarta,Bluebird,Debit/Credit,62273.0,10.49,36.6,4.3,670,3,Completed,CUST0191,DRV0009,VH0232
TRIP01005,2025-02-04,20,Bandung,Bluebird,Cash,23851.0,4.93,11.8,4.9,323,1,Completed,CUST0664,DRV0594,VH0086
TRIP01006,2025-03-26,17,Bandung,Bluebird,Cash,42592.0,6.74,31.5,4.9,230,2,Completed,CUST0562,DRV0606,VH1129
TRIP01007,2025-02-06,19,Surabaya,Bluebird,Cash,58874.0,7.77,44.1,4.8,180,1,Completed,CUST0276,DRV0116,VH0177
TRIP01008,2025-01-05,14,Semarang,Bluebird,Cash,,,,,208,1,Cancelled,CUST0369,DRV0245,VH0638
TRIP01009,2025-03-24,17,Bandung,Bluebird,QRIS,76436.0,14.57,65.3,4.3,223,1,Completed,CUST0306,DRV0451,VH1213
TRIP01010,2025-03-19,9,Bandung,Bluebird,QRIS,49263.0,8.11,52.8,4.7,235,1,Completed,CUST0607,DRV1049,VH1084
TRIP01011,2025-01-26,18,Jakarta,Bluebird,Cash,10670.0,2.39,9.6,4.8,611,1,Completed,CUST0754,DRV0233,VH1244
TRIP01012,2025-03-03,13,Jakarta,Bluebird,Debit/Credit,52083.0,6.87,28.0,4.8,703,3,Completed,CUST0105,DRV0685,VH0588
TRIP01013,2025-01-04,14,Jakarta,Bluebird,Debit/Credit,17733.0,2.7,26.2,4.6,702,1,Completed,CUST0421,DRV0184,VH0603
TRIP01014,2025-03-30,17,Jakarta,Bluebird,QRIS,37455.0,7.51,42.5,4.5,646,3,Completed,CUST0349,DRV0251,VH1140
TRIP01015,2025-02-11,21,Surabaya,Bluebird Van,Cash,43331.0,2.04,9.0,5.0,242,1,Completed,CUST0772,DRV0291,VH1494
TRIP01016,2025-03-30,6,Surabaya,Bluebird,Cash,37405.0,5.39,33.1,4.7,181,1,Completed,CUST0650,DRV0949,VH1191
