date,city,hour,demand,avg_fare,avg_duration,avg_rating,available_fleet,day_of_week,month,is_peak
2025-01-14,Jakarta,8,1,49468.0,31.5,4.4,648.0,1,1,1
2025-01-14,Jakarta,9,1,45674.0,40.8,4.6,613.0,1,1,1
2025-01-14,Jakarta,10,2,69038.5,25.55,4.7,707.5,1,1,0
2025-01-14,Jakarta,13,1,48144.0,32.4,4.6,678.0,1,1,0
2025-01-14,Jakarta,16,4,54375.25,50.725,4.125,626.0,1,1,1
2025-01-14,Jakarta,17,2,40795.0,33.5,4.8,641.0,1,1,1
2025-01-14,Jakarta,19,1,33519.0,27.5,4.5,619.0,1,1,1
2025-01-14,Jakarta,20,1,57610.0,44.4,4.5,698.0,1,1,0
2025-01-14,Jakarta,21,2,45153.0,24.700000000000003,4.7,671.5,1,1,0
2025-01-14,Medan,16,2,36880.5,53.25,4.25,140.0,1,1,1
2025-01-14,Medan,22,1,49366.0,55.8,4.5,216.0,1,1,0
2025-01-14,Semarang,9,1,23207.0,38.8,4.6,116.0,1,1,1
2025-01-14,Semarang,14,1,21792.0,9.2,4.7,170.0,1,1,0
2025-01-14,Semarang,19,2,52707.5,26.4,4.85,103.5,1,1,1
2025-01-14,Surabaya,8,1,41532.0,52.2,4.3,194.0,1,1,1
2025-01-14,Surabaya,13,1,36582.0,37.9,4.8,256.0,1,1,0
2025-01-14,Surabaya,17,1,62540.0,56.3,4.3,200.0,1,1,1
2025-01-15,Bandung,7,2,29441.0,27.950000000000003,4.8,250.5,2,1,1
2025-01-15,Bandung,9,1,24571.0,23.9,5.0,262.0,2,1,1
2025-01-15,Bandung,20,1,31413.0,28.2,4.9,309.0,2,1,0
2025-01-15,Bandung,22,1,57800.0,36.8,4.7,327.0,2,1,0
2025-01-15,Jakarta,6,3,50388.333333333336,32.9,4.833333333333333,611.3333333333334,2,1,1
2025-01-15,Jakarta,8,1,54423.0,40.8,4.6,616.0,2,1,1
2025-01-15,Jakarta,9,3,65664.33333333333,35.233333333333334,4.466666666666666,614.0,2,1,1
2025-01-15,Jakarta,11,1,70615.0,37.5,4.7,687.0,2,1,0
2025-01-15,Jakarta,14,1,57383.0,42.4,4.2,708.0,2,1,0
2025-01-15,Jakarta,15,3,38093.0,26.600000000000005,4.633333333333333,691.0,2,1,0
2025-01-15,Jakarta,17,3,59985.666666666664,46.73333333333333,4.433333333333334,632.6666666666666,2,1,1
2025-01-15,Jakarta,18,4,48835.75,49.95,4.525,612.5,2,1,1
2025-01-15,Jakarta,19,1,49644.0,39.8,4.5,614.0,2,1,1
2025-01-15,Medan,5,1,22760.0,17.1,4.9,223.0,2,1,0
2025-01-15,Medan,13,1,19966.0,5.0,4.5,216.0,2,1,0
2025-01-15,Medan,15,1,28511.0,35.9,4.6,247.0,2,1,0
2025-01-15,Medan,16,1,60284.0,51.4,4.5,112.0,2,1,1
2025-01-15,Semarang,6,1,52178.0,34.5,4.5,89.0,2,1,1
2025-01-15,Semarang,8,1,30880.0,19.9,4.6,101.0,2,1,1
2025-01-15,Semarang,10,1,46360.0,29.6,4.9,194.0,2,1,0
2025-01-15,Semarang,18,1,75752.0,51.6,4.3,72.0,2,1,1
2025-01-15,Surabaya,4,1,56294.0,44.2,4.1,270.0,2,1,0
2025-01-15,Surabaya,8,1,46717.0,46.3,4.5,154.0,2,1,1
2025-01-15,Surabaya,10,1,65388.0,71.8,4.2,239.0,2,1,0
2025-01-15,Surabaya,11,1,65006.0,67.3,4.1,267.0,2,1,0
2025-01-15,Surabaya,13,1,54011.0,39.4,4.3,267.0,2,1,0
2025-01-15,Surabaya,14,1,56122.0,53.7,4.4,261.0,2,1,0
2025-01-16,Bandung,7,2,91475.0,56.3,4.55,241.5,3,1,1
2025-01-16,Bandung,14,1,30648.0,41.6,4.6,348.0,3,1,0
2025-01-16,Bandung,18,1,46582.0,48.7,4.4,226.0,3,1,1
2025-01-16,Bandung,19,1,30249.0,28.8,4.4,219.0,3,1,1
2025-01-16,Jakarta,6,2,77073.0,55.45,4.65,608.0,3,1,1
2025-01-16,Jakarta,7,2,43889.5,35.1,4.449999999999999,618.0,3,1,1
2025-01-16,Jakarta,8,1,51145.0,29.2,4.9,637.0,3,1,1
2025-01-16,Jakarta,10,1,76934.0,37.2,4.1,685.0,3,1,0
2025-01-16,Jakarta,11,2,38619.5,34.0,4.449999999999999,699.0,3,1,0
2025-01-16,Jakarta,16,2,40532.5,38.95,4.6,634.0,3,1,1
2025-01-16,Jakarta,17,1,34355.0,51.0,4.3,609.0,3,1,1
2025-01-16,Jakarta,18,1,49836.0,39.7,4.9,615.0,3,1,1
2025-01-16,Jakarta,19,2,67477.5,53.2,4.05,641.0,3,1,1
2025-01-16,Jakarta,21,2,43108.5,26.200000000000003,4.55,705.0,3,1,0
2025-01-16,Jakarta,22,1,30162.0,19.8,4.8,714.0,3,1,0
2025-01-16,Medan,7,1,12687.0,29.4,4.4,165.0,3,1,1
2025-01-16,Semarang,8,1,62679.0,46.1,4.4,78.0,3,1,1
2025-01-16,Semarang,21,1,11875.0,5.0,4.4,205.0,3,1,0
2025-01-16,Surabaya,2,1,37364.0,28.5,5.0,244.0,3,1,0
2025-01-16,Surabaya,7,1,26196.0,8.2,4.8,202.0,3,1,1
2025-01-16,Surabaya,18,1,35973.0,41.6,4.0,209.0,3,1,1
2025-01-17,Bandung,5,2,46504.5,29.2,4.75,338.0,4,1,0
2025-01-17,Bandung,6,1,50545.0,39.0,4.3,233.0,4,1,1
2025-01-17,Bandung,11,1,44170.0,19.2,4.7,296.0,4,1,0
2025-01-17,Bandung,14,1,33490.0,20.7,4.6,292.0,4,1,0
2025-01-17,Bandung,16,1,20305.0,43.7,4.3,243.0,4,1,1
2025-01-17,Bandung,18,1,21509.0,31.4,4.5,239.0,4,1,1
2025-01-17,Bandung,19,2,42391.5,36.85,4.25,241.5,4,1,1
2025-01-17,Jakarta,0,1,30477.0,26.8,4.7,718.0,4,1,0
2025-01-17,Jakarta,4,1,63274.0,41.2,4.1,680.0,4,1,0
2025-01-17,Jakarta,5,1,41222.0,30.5,4.5,700.0,4,1,0
2025-01-17,Jakarta,6,2,54219.5,57.0,4.1,613.0,4,1,1
2025-01-17,Jakarta,7,3,40502.666666666664,37.03333333333333,4.366666666666666,603.0,4,1,1
2025-01-17,Jakarta,8,1,43428.0,36.7,4.5,599.0,4,1,1
2025-01-17,Jakarta,10,1,31939.0,25.7,4.4,670.0,4,1,0
2025-01-17,Jakarta,11,1,56210.0,36.2,5.0,718.0,4,1,0
2025-01-17,Jakarta,12,1,86238.0,59.7,4.5,716.0,4,1,0
2025-01-17,Jakarta,15,1,26971.0,18.7,4.8,673.0,4,1,0
2025-01-17,Jakarta,16,4,42686.0,43.925,4.425,626.75,4,1,1
2025-01-17,Jakarta,17,1,48646.0,40.0,4.5,624.0,4,1,1
2025-01-17,Jakarta,19,1,27366.0,29.3,4.7,629.0,4,1,1
2025-01-17,Jakarta,22,2,43815.0,34.75,4.6,725.5,4,1,0
2025-01-17,Medan,10,1,39940.0,34.7,5.0,239.0,4,1,0
2025-01-17,Medan,13,1,44364.0,15.3,4.5,197.0,4,1,0
2025-01-17,Medan,17,1,38349.0,53.5,4.4,123.0,4,1,1
2025-01-17,Medan,20,1,79035.0,42.6,4.8,245.0,4,1,0
2025-01-17,Semarang,2,1,49729.0,33.5,4.3,187.0,4,1,0
2025-01-17,Semarang,7,1,54284.0,32.8,4.7,109.0,4,1,1
2025-01-17,Semarang,13,1,46479.0,33.7,4.6,177.0,4,1,0
2025-01-17,Semarang,17,1,85544.0,49.3,4.7,96.0,4,1,1
2025-01-17,Semarang,22,1,64191.0,42.9,4.6,174.0,4,1,0
2025-01-17,Surabaya,5,1,79720.0,40.4,4.2,269.0,4,1,0
2025-01-17,Surabaya,10,1,63966.0,40.0,4.2,258.0,4,1,0
2025-01-17,Surabaya,19,1,22001.0,29.7,4.7,208.0,4,1,1
2025-01-18,Bandung,8,1,85724.0,55.0,4.6,258.0,5,1,1
2025-01-18,Bandung,10,1,35506.0,35.2,4.6,345.0,5,1,0
2025-01-18,Bandung,11,1,10000.0,5.0,5.0,294.0,5,1,0
2025-01-18,Bandung,16,1,55764.0,30.4,4.9,220.0,5,1,1
2025-01-18,Bandung,17,1,36145.0,28.9,4.7,250.0,5,1,1
2025-01-18,Bandung,19,1,57318.0,56.7,4.0,243.0,5,1,1
2025-01-18,Bandung,20,2,77579.5,34.95,4.6,306.0,5,1,0
2025-01-18,Jakarta,1,1,35084.0,5.0,4.8,706.0,5,1,0
2025-01-18,Jakarta,12,1,43763.0,19.5,4.3,670.0,5,1,0
2025-01-18,Jakarta,13,1,59174.0,53.8,4.2,677.0,5,1,0
2025-01-18,Jakarta,17,2,58588.0,39.5,4.5,616.0,5,1,1
2025-01-18,Jakarta,18,1,27714.0,35.4,4.4,642.0,5,1,1
2025-01-18,Jakarta,19,2,47762.5,46.25,4.4,640.5,5,1,1
2025-01-18,Jakarta,20,1,65514.0,37.6,4.1,675.0,5,1,0
2025-01-18,Jakarta,22,1,68916.0,37.8,4.0,706.0,5,1,0
2025-01-18,Jakarta,23,1,41112.0,36.1,4.2,718.0,5,1,0
2025-01-18,Medan,16,1,55257.0,36.4,4.6,146.0,5,1,1
2025-01-18,Semarang,8,1,38915.0,22.9,4.6,92.0,5,1,1
2025-01-18,Semarang,19,1,35287.0,35.2,4.1,130.0,5,1,1
2025-01-18,Surabaya,5,1,56101.0,6.6,4.6,276.0,5,1,0
2025-01-19,Bandung,7,1,31980.0,35.3,4.5,233.0,6,1,1
2025-01-19,Bandung,17,1,32647.0,23.9,4.7,262.0,6,1,1
2025-01-19,Bandung,18,1,53570.0,42.4,3.9,249.0,6,1,1
2025-01-19,Bandung,19,1,49310.0,23.7,4.7,240.0,6,1,1
2025-01-19,Bandung,20,1,36488.0,19.9,4.0,348.0,6,1,0
2025-01-19,Jakarta,2,1,80557.0,56.4,4.0,677.0,6,1,0
2025-01-19,Jakarta,8,1,65845.0,58.1,4.3,633.0,6,1,1
2025-01-19,Jakarta,12,1,63490.0,39.4,4.3,705.0,6,1,0
2025-01-19,Jakarta,14,1,49565.0,26.2,4.6,723.0,6,1,0
2025-01-19,Jakarta,15,2,54827.5,31.200000000000003,4.45,699.0,6,1,0
2025-01-19,Jakarta,17,1,82751.0,56.2,4.7,603.0,6,1,1
2025-01-19,Jakarta,18,1,41842.0,42.7,4.6,621.0,6,1,1
2025-01-19,Jakarta,19,3,48356.0,36.266666666666666,4.666666666666667,633.6666666666666,6,1,1
2025-01-19,Jakarta,21,1,53951.0,28.0,4.5,706.0,6,1,0
2025-01-19,Jakarta,22,1,13104.0,5.0,4.9,674.0,6,1,0
2025-01-19,Jakarta,23,1,60317.0,41.6,5.0,718.0,6,1,0
2025-01-19,Medan,13,1,10000.0,5.0,4.6,206.0,6,1,0
2025-01-19,Medan,16,1,97249.0,67.7,3.8,150.0,6,1,1
2025-01-19,Semarang,6,2,33007.5,40.099999999999994,4.449999999999999,82.5,6,1,1
2025-01-19,Semarang,8,1,29657.0,36.5,4.5,121.0,6,1,1
2025-01-19,Semarang,10,1,24539.0,20.5,4.5,179.0,6,1,0
2025-01-19,Semarang,13,1,41530.0,27.0,4.3,163.0,6,1,0
2025-01-19,Semarang,14,2,30731.5,17.5,4.45,193.0,6,1,0
2025-01-19,Semarang,16,1,89628.0,49.9,4.8,125.0,6,1,1
2025-01-19,Semarang,17,1,51591.0,51.6,3.9,103.0,6,1,1
2025-01-19,Semarang,18,1,77170.0,17.4,4.4,110.0,6,1,1
2025-01-19,Surabaya,1,1,70510.0,56.8,4.1,271.0,6,1,0
2025-01-19,Surabaya,9,1,59913.0,36.5,4.8,202.0,6,1,1
2025-01-20,Bandung,0,1,64801.0,37.6,5.0,294.0,0,1,0
2025-01-20,Jakarta,8,3,62299.666666666664,50.53333333333333,4.5,621.0,0,1,1
2025-01-20,Jakarta,9,1,30450.0,35.8,4.7,622.0,0,1,1
2025-01-20,Jakarta,10,1,23247.0,23.0,4.8,722.0,0,1,0
2025-01-20,Jakarta,11,2,60669.5,31.9,4.85,688.5,0,1,0
2025-01-20,Jakarta,14,1,77179.0,32.3,4.8,696.0,0,1,0
2025-01-20,Jakarta,15,1,44921.0,32.7,4.6,699.0,0,1,0
2025-01-20,Jakarta,16,2,41827.5,41.45,4.2,628.0,0,1,1
2025-01-20,Jakarta,17,2,36143.5,37.7,4.6,632.0,0,1,1
2025-01-20,Jakarta,18,2,57598.5,31.65,4.5,639.0,0,1,1
2025-01-20,Jakarta,19,1,27890.0,24.5,4.9,641.0,0,1,1
2025-01-20,Jakarta,20,1,36700.0,28.3,4.7,676.0,0,1,0
2025-01-20,Jakarta,21,1,59797.0,42.8,4.8,730.0,0,1,0
2025-01-20,Jakarta,22,1,27281.0,34.4,4.6,691.0,0,1,0
2025-01-20,Medan,3,1,47304.0,5.3,4.5,205.0,0,1,0
2025-01-20,Medan,7,1,38337.0,39.5,4.1,150.0,0,1,1
2025-01-20,Medan,19,1,27595.0,24.4,4.7,123.0,0,1,1
2025-01-20,Medan,21,1,31057.0,21.1,4.8,219.0,0,1,0
2025-01-20,Semarang,11,1,51259.0,36.7,4.7,163.0,0,1,0
2025-01-20,Semarang,15,1,36519.0,33.7,4.3,206.0,0,1,0
2025-01-20,Semarang,18,1,29119.0,20.6,4.8,124.0,0,1,1
2025-01-20,Semarang,20,1,41713.0,26.3,5.0,152.0,0,1,0
2025-01-20,Semarang,21,1,51482.0,30.3,4.5,188.0,0,1,0
2025-01-20,Surabaya,10,1,45274.0,31.8,4.4,276.0,0,1,0
2025-01-20,Surabaya,18,1,96837.0,47.6,4.3,188.0,0,1,1
2025-01-20,Surabaya,22,1,67367.0,45.9,4.3,261.0,0,1,0
2025-01-21,Bandung,8,2,51596.0,29.25,4.65,232.0,1,1,1
2025-01-21,Bandung,10,1,93390.0,57.2,4.1,314.0,1,1,0
2025-01-21,Bandung,16,1,62525.0,49.9,4.5,260.0,1,1,1
2025-01-21,Bandung,17,1,117655.0,56.9,3.9,228.0,1,1,1
2025-01-21,Bandung,18,1,38958.0,27.7,4.9,217.0,1,1,1
2025-01-21,Bandung,19,1,38109.0,27.1,4.9,268.0,1,1,1
2025-01-21,Bandung,20,1,36434.0,33.1,4.9,290.0,1,1,0
2025-01-21,Jakarta,7,1,40005.0,36.4,4.9,593.0,1,1,1
2025-01-21,Jakarta,8,1,58360.0,58.2,4.4,607.0,1,1,1
2025-01-21,Jakarta,9,4,45712.0,39.825,4.5,614.75,1,1,1
2025-01-21,Jakarta,10,1,87033.0,51.8,4.7,681.0,1,1,0
2025-01-21,Jakarta,11,1,37679.0,31.4,5.0,687.0,1,1,0
2025-01-21,Jakarta,12,1,43226.0,18.6,4.5,671.0,1,1,0
2025-01-21,Jakarta,13,1,68652.0,55.9,4.6,723.0,1,1,0
2025-01-21,Jakarta,15,1,41658.0,37.2,4.2,729.0,1,1,0
2025-01-21,Jakarta,16,1,29487.0,43.3,4.7,643.0,1,1,1
2025-01-21,Jakarta,17,1,49946.0,53.9,4.4,618.0,1,1,1
2025-01-21,Jakarta,18,1,29600.0,41.4,5.0,606.0,1,1,1
2025-01-21,Jakarta,21,1,56623.0,50.7,5.0,675.0,1,1,0
2025-01-21,Medan,7,1,63006.0,39.9,4.5,123.0,1,1,1
2025-01-21,Medan,8,3,49702.333333333336,39.2,4.266666666666667,152.66666666666666,1,1,1
2025-01-21,Medan,15,1,34929.0,17.6,4.9,225.0,1,1,0
2025-01-21,Medan,16,1,17274.0,19.2,5.0,166.0,1,1,1
2025-01-21,Medan,18,1,61866.0,46.7,4.5,153.0,1,1,1
2025-01-21,Medan,19,1,126379.0,68.6,3.8,127.0,1,1,1
2025-01-21,Semarang,9,1,45111.0,39.1,4.3,96.0,1,1,1
2025-01-21,Semarang,13,1,16255.0,17.8,4.4,150.0,1,1,0
2025-01-21,Semarang,21,1,36397.0,24.7,4.9,206.0,1,1,0
2025-01-21,Surabaya,0,1,62986.0,39.5,4.5,237.0,1,1,0
2025-01-21,Surabaya,5,1,54292.0,26.0,4.5,263.0,1,1,0
2025-01-21,Surabaya,11,3,41619.0,29.0,4.3,257.3333333333333,1,1,0
2025-01-21,Surabaya,14,1,16716.0,19.8,4.7,235.0,1,1,0
2025-01-21,Surabaya,15,2,53807.5,41.9,4.6,248.0,1,1,0
2025-01-21,Surabaya,19,1,58410.0,29.0,4.7,205.0,1,1,1
2025-01-21,Surabaya,21,1,33807.0,41.6,4.7,246.0,1,1,0
2025-01-22,Bandung,12,1,46017.0,23.9,4.1,327.0,2,1,0
2025-01-22,Bandung,16,1,15235.0,14.8,4.7,227.0,2,1,1
2025-01-22,Bandung,20,1,58345.0,24.1,4.7,324.0,2,1,0
2025-01-22,Jakarta,7,3,61582.0,40.333333333333336,4.7,625.3333333333334,2,1,1
2025-01-22,Jakarta,14,1,38028.0,40.3,4.7,703.0,2,1,0
2025-01-22,Jakarta,16,1,44927.0,25.8,4.8,642.0,2,1,1
2025-01-22,Jakarta,17,1,30031.0,43.8,4.4,650.0,2,1,1
2025-01-22,Jakarta,18,1,50803.0,47.9,4.6,594.0,2,1,1
2025-01-22,Jakarta,19,2,51485.0,46.400000000000006,4.75,621.5,2,1,1
2025-01-22,Jakarta,21,1,76945.0,38.7,4.3,714.0,2,1,0
2025-01-22,Jakarta,23,1,48662.0,35.6,5.0,709.0,2,1,0
2025-01-22,Medan,7,1,24967.0,23.1,4.8,149.0,2,1,1
2025-01-22,Medan,17,1,51839.0,43.2,4.4,153.0,2,1,1
2025-01-22,Medan,18,1,32553.0,38.9,4.5,125.0,2,1,1
2025-01-22,Medan,19,1,53088.0,35.3,4.6,156.0,2,1,1
2025-01-22,Semarang,8,1,44620.0,31.1,4.4,127.0,2,1,1
2025-01-22,Semarang,9,1,55621.0,49.6,4.4,108.0,2,1,1
2025-01-22,Semarang,16,1,51802.0,25.7,4.9,102.0,2,1,1
2025-01-22,Semarang,17,1,16266.0,32.3,4.6,115.0,2,1,1
2025-01-22,Surabaya,2,1,43024.0,33.1,4.8,250.0,2,1,0
2025-01-22,Surabaya,7,1,67245.0,36.8,4.6,191.0,2,1,1
2025-01-22,Surabaya,12,1,45116.0,39.4,4.1,267.0,2,1,0
2025-01-22,Surabaya,16,1,44144.0,24.7,4.6,189.0,2,1,1
2025-01-23,Bandung,9,1,79775.0,67.8,4.7,233.0,3,1,1
2025-01-23,Bandung,13,1,40921.0,37.1,4.5,318.0,3,1,0
2025-01-23,Bandung,18,2,39527.0,33.0,4.8,238.0,3,1,1
2025-01-23,Jakarta,6,1,48205.0,57.3,4.6,603.0,3,1,1
2025-01-23,Jakarta,8,2,46780.0,29.299999999999997,4.75,614.5,3,1,1
2025-01-23,Jakarta,9,1,70562.0,60.9,4.5,633.0,3,1,1
2025-01-23,Jakarta,10,1,39035.0,23.7,4.5,707.0,3,1,0
2025-01-23,Jakarta,15,2,63818.5,55.75,4.449999999999999,688.0,3,1,0
2025-01-23,Jakarta,16,1,32446.0,39.9,4.7,632.0,3,1,1
2025-01-23,Jakarta,18,3,55373.333333333336,42.43333333333333,4.5,618.0,3,1,1
2025-01-23,Jakarta,20,1,52704.0,41.6,4.6,720.0,3,1,0
2025-01-23,Jakarta,21,1,92106.0,47.3,4.7,703.0,3,1,0
2025-01-23,Jakarta,23,1,109792.0,49.1,4.2,696.0,3,1,0
2025-01-23,Medan,12,1,52330.0,34.5,4.5,229.0,3,1,0
2025-01-23,Medan,20,1,58364.0,36.2,4.5,191.0,3,1,0
2025-01-23,Semarang,11,1,28926.0,23.8,5.0,198.0,3,1,0
2025-01-23,Semarang,13,1,56539.0,24.6,4.4,182.0,3,1,0
2025-01-23,Semarang,20,1,53622.0,39.7,4.3,188.0,3,1,0
2025-01-23,Semarang,21,2,22413.0,19.6,4.7,179.5,3,1,0
2025-01-23,Surabaya,7,3,45976.0,50.53333333333333,4.566666666666666,195.0,3,1,1
2025-01-23,Surabaya,13,2,43247.5,31.0,4.4,258.5,3,1,0
2025-01-23,Surabaya,18,1,74165.0,50.3,4.4,165.0,3,1,1
2025-01-24,Bandung,6,1,52755.0,48.6,4.5,244.0,4,1,1
2025-01-24,Bandung,7,1,52840.0,40.3,4.6,264.0,4,1,1
2025-01-24,Bandung,8,1,50666.0,46.8,4.3,260.0,4,1,1
2025-01-24,Bandung,13,1,21498.0,19.5,4.7,300.0,4,1,0
2025-01-24,Bandung,16,1,23566.0,49.3,4.2,257.0,4,1,1
2025-01-24,Bandung,17,1,30413.0,33.0,4.7,216.0,4,1,1
2025-01-24,Bandung,20,1,62284.0,38.9,5.0,319.0,4,1,0
2025-01-24,Jakarta,3,1,56501.0,33.9,4.7,692.0,4,1,0
2025-01-24,Jakarta,6,1,56548.0,54.7,4.5,628.0,4,1,1
2025-01-24,Jakarta,9,2,25253.5,30.7,4.75,609.5,4,1,1
2025-01-24,Jakarta,10,1,36890.0,37.2,4.8,694.0,4,1,0
2025-01-24,Jakarta,11,2,57149.5,35.9,4.55,700.5,4,1,0
2025-01-24,Jakarta,12,4,54797.75,28.575,4.625,708.25,4,1,0
2025-01-24,Jakarta,13,1,67736.0,56.2,4.3,714.0,4,1,0
2025-01-24,Jakarta,15,2,41948.5,40.9,4.35,698.5,4,1,0
2025-01-24,Jakarta,17,1,39474.0,15.5,4.8,643.0,4,1,1
2025-01-24,Jakarta,18,1,62175.0,46.2,4.5,645.0,4,1,1
2025-01-24,Jakarta,19,2,61933.0,36.35,4.75,614.0,4,1,1
2025-01-24,Jakarta,20,2,61274.5,50.5,4.65,698.0,4,1,0
2025-01-24,Medan,14,2,82612.5,45.2,4.25,237.5,4,1,0
2025-01-24,Semarang,17,2,38819.0,28.95,4.75,114.0,4,1,1
2025-01-24,Semarang,18,2,19210.5,34.9,4.5,106.5,4,1,1
2025-01-24,Semarang,19,1,14855.0,28.2,4.6,80.0,4,1,1
2025-01-24,Surabaya,7,1,52074.0,50.1,4.3,205.0,4,1,1
2025-01-24,Surabaya,12,1,65202.0,43.0,4.5,237.0,4,1,0
2025-01-24,Surabaya,13,1,46448.0,44.4,4.3,261.0,4,1,0
2025-01-24,Surabaya,19,1,43071.0,48.3,4.3,208.0,4,1,1
2025-01-25,Bandung,6,1,47339.0,21.0,4.4,266.0,5,1,1
2025-01-25,Bandung,7,1,44452.0,49.0,4.3,228.0,5,1,1
2025-01-25,Bandung,13,1,49045.0,27.5,5.0,321.0,5,1,0
2025-01-25,Bandung,16,2,45708.5,41.65,4.4,254.5,5,1,1
2025-01-25,Bandung,18,1,37986.0,18.7,4.8,233.0,5,1,1
2025-01-25,Jakarta,2,2,20768.0,23.75,4.65,689.5,5,1,0
2025-01-25,Jakarta,5,1,64237.0,45.6,4.2,708.0,5,1,0
2025-01-25,Jakarta,7,3,66472.66666666667,38.53333333333333,4.366666666666667,609.0,5,1,1
2025-01-25,Jakarta,8,2,52412.5,29.1,4.65,616.5,5,1,1
2025-01-25,Jakarta,9,1,41861.0,36.0,4.7,609.0,5,1,1
2025-01-25,Jakarta,11,3,65740.33333333333,37.766666666666666,4.633333333333333,696.6666666666666,5,1,0
2025-01-25,Jakarta,12,1,38393.0,26.7,4.5,710.0,5,1,0
2025-01-25,Jakarta,13,2,47841.0,37.45,4.35,679.0,5,1,0
2025-01-25,Jakarta,17,1,40573.0,47.4,4.4,596.0,5,1,1
2025-01-25,Jakarta,18,1,51420.0,37.3,4.7,595.0,5,1,1
2025-01-25,Jakarta,19,4,51973.0,47.150000000000006,4.25,613.5,5,1,1
2025-01-25,Medan,0,1,55583.0,38.0,5.0,237.0,5,1,0
2025-01-25,Medan,2,1,97851.0,49.6,4.4,238.0,5,1,0
2025-01-25,Medan,6,1,32021.0,38.8,4.4,156.0,5,1,1
2025-01-25,Medan,9,1,106385.0,43.8,4.4,156.0,5,1,1
2025-01-25,Medan,16,2,74682.0,41.0,4.1,136.0,5,1,1
2025-01-25,Medan,18,1,40668.0,42.9,4.6,166.0,5,1,1
2025-01-25,Semarang,7,1,29370.0,30.2,4.3,95.0,5,1,1
2025-01-25,Semarang,20,1,51448.0,32.1,4.5,190.0,5,1,0
2025-01-25,Semarang,21,1,17166.0,25.3,5.0,210.0,5,1,0
2025-01-26,Bandung,6,1,45830.0,36.5,4.3,218.0,6,1,1
2025-01-26,Bandung,7,1,27772.0,15.4,5.0,259.0,6,1,1
2025-01-26,Bandung,9,1,94023.0,46.2,4.2,211.0,6,1,1
2025-01-26,Bandung,11,1,24935.0,18.2,4.8,349.0,6,1,0
2025-01-26,Bandung,12,1,47016.0,37.2,4.5,332.0,6,1,0
2025-01-26,Bandung,14,1,35328.0,29.4,4.7,310.0,6,1,0
2025-01-26,Bandung,15,2,35561.5,33.8,4.5,324.0,6,1,0
2025-01-26,Bandung,17,3,40195.333333333336,40.766666666666666,4.566666666666666,248.0,6,1,1
2025-01-26,Bandung,19,1,56199.0,33.6,4.7,229.0,6,1,1
2025-01-26,Bandung,20,1,30305.0,12.2,4.3,322.0,6,1,0
2025-01-26,Bandung,22,1,37202.0,15.6,4.1,340.0,6,1,0
2025-01-26,Jakarta,6,1,53212.0,53.9,4.4,612.0,6,1,1
2025-01-26,Jakarta,7,1,10551.0,25.4,4.6,628.0,6,1,1
2025-01-26,Jakarta,10,1,40910.0,34.1,4.5,684.0,6,1,0
2025-01-26,Jakarta,13,1,38823.0,22.5,4.9,680.0,6,1,0
2025-01-26,Jakarta,16,1,60793.0,44.5,3.9,636.0,6,1,1
2025-01-26,Jakarta,17,1,88052.0,78.4,4.0,638.0,6,1,1
2025-01-26,Jakarta,18,1,10670.0,9.6,4.8,611.0,6,1,1
2025-01-26,Jakarta,19,1,39331.0,43.2,4.7,635.0,6,1,1
2025-01-26,Jakarta,21,1,51385.0,27.0,5.0,686.0,6,1,0
2025-01-26,Jakarta,22,1,22103.0,18.3,4.5,705.0,6,1,0
2025-01-26,Jakarta,23,1,46152.0,28.9,5.0,715.0,6,1,0
2025-01-26,Medan,8,1,56161.0,28.3,5.0,137.0,6,1,1
2025-01-26,Medan,9,1,27092.0,26.6,4.6,156.0,6,1,1
2025-01-26,Medan,11,1,29846.0,12.4,4.7,220.0,6,1,0
2025-01-26,Medan,14,1,42749.0,34.6,4.4,221.0,6,1,0
2025-01-26,Medan,16,1,57072.0,29.7,4.3,148.0,6,1,1
2025-01-26,Medan,18,1,40731.0,24.5,5.0,163.0,6,1,1
2025-01-26,Medan,19,1,39392.0,38.8,4.5,149.0,6,1,1
2025-01-26,Medan,20,1,36993.0,34.6,4.5,208.0,6,1,0
2025-01-26,Semarang,9,1,10000.0,18.1,4.8,122.0,6,1,1
2025-01-26,Semarang,15,2,34637.5,19.25,4.4,196.0,6,1,0
2025-01-26,Surabaya,12,1,53444.0,27.4,4.7,234.0,6,1,0
2025-01-26,Surabaya,17,1,47140.0,30.7,4.6,157.0,6,1,1
2025-01-26,Surabaya,21,1,52211.0,31.1,4.8,282.0,6,1,0
2025-01-27,Bandung,12,1,39381.0,23.1,4.9,326.0,0,1,0
2025-01-27,Bandung,13,2,54573.0,39.150000000000006,4.449999999999999,317.5,0,1,0
2025-01-27,Bandung,14,1,43509.0,16.2,4.9,306.0,0,1,0
2025-01-27,Bandung,15,1,43118.0,25.5,4.5,302.0,0,1,0
2025-01-27,Bandung,17,1,44449.0,29.5,4.5,239.0,0,1,1
2025-01-27,Bandung,22,2,47249.5,17.55,4.65,329.5,0,1,0
2025-01-27,Jakarta,1,1,89550.0,53.2,4.7,717.0,0,1,0
2025-01-27,Jakarta,7,2,27045.0,43.4,4.85,635.0,0,1,1
2025-01-27,Jakarta,8,1,101422.0,64.5,4.1,626.0,0,1,1
